ccp1,0,0
member 1,0,0
member 10,52.53214697,33.49840611
member 11,0,0
member 12,0,0
member 13,69.48340595,115.4755483
member 14,39.51803668,27.09272145
member 15,120.5500116,115.4755483
member 16,0,0
member 17,0,0
member 18,53.80783644,35.7527964
member 19,44.18643871,39.87733945
member 2,0,0
member 20,52.53214697,35.7527964
member 3,45.70121158,170.4344895
member 4,40.10055647,70.38424017
member 5,181.6225554,32.56020149
member 6,0,0
member 7,0,0
member 8,44.18643871,43.89906438
member 9,55.39925564,35.7527964
