ccp1,0,0
member 1,0,0
member 10,8.904712599,4.116002131
member 11,0,0
member 12,0,0
member 13,3.221963539,10.36366053
member 14,4.270313907,8.178926959
member 15,4.509239071,4.472876662
member 16,0,0
member 17,0,0
member 18,5.629283346,25.54421764
member 19,1.859265503,25.54421764
member 2,0,0
member 20,8.904712599,4.116002131
member 3,3.866214926,10.36366053
member 4,3.866214926,4.472876662
member 5,4.509239071,4.472876662
member 6,0,0
member 7,0,0
member 8,8.904712599,34.8078888
member 9,5.629283346,25.54421764
