ccp1,0,0
member 1,0,9.906092955
member 10,9.90328582,10.00116349
member 11,0,22.78854749
member 12,0,15.25577202
member 13,7.200025636,33.49577612
member 14,4.900810565,21.28053488
member 15,7.200025636,39.44458488
member 16,0,0
member 17,0,0
member 18,21.20162338,10.00116349
member 19,23.23147704,105.8811382
member 2,0,22.78854749
member 20,23.26633258,105.8811382
member 3,4.900810565,21.74994956
member 4,5.724892119,33.49577612
member 5,5.724892119,30.42502977
member 6,0,0
member 7,0,0
member 8,23.23147704,127.5451621
member 9,23.26633258,105.8811382
