ccp1,0,0
member 1,0,0
member 10,20.76858481,27.91254169
member 11,0,0
member 12,0,0
member 13,8.551247138,11.67335778
member 14,23.84595602,14.83951772
member 15,17.19424393,14.83951772
member 16,5.374232769,5.893022338
member 17,5.374232769,6.926499074
member 18,23.37289527,23.05056986
member 19,23.37289527,27.09301639
member 2,0,0
member 20,22.0160295,20.50858756
member 3,17.19424393,20.59834251
member 4,20.30141955,20.59834251
member 5,14.25462249,17.74214823
member 6,6.792235869,5.243148666
member 7,6.03541517,6.926499074
member 8,20.76858481,23.05056986
member 9,2.967680242,20.50858756
