ccp1,0,0
member 1,0,0
member 10,10.14359161,8.350712097
member 11,0,0
member 12,0,0
member 13,9.359338234,6.638250286
member 14,20.29394083,5.781347437
member 15,5.539036695,11.14006243
member 16,0,0
member 17,0,0
member 18,6.65362482,7.198135412
member 19,6.65362482,7.198135412
member 2,0,0
member 20,6.456818924,10.17595097
member 3,28.19290464,22.83050964
member 4,5.539036695,7.43276061
member 5,9.359338234,5.781347437
member 6,0,0
member 7,0,0
member 8,10.14359161,5.290487394
member 9,11.6269844,10.17595097
