ccp1,0,0
member 1,0,0
member 10,1.105097755,14.00082076
member 11,0,0
member 12,0,0
member 13,1.094539288,40.43178799
member 14,0.922295783,2.109936605
member 15,5.615268811,2.109936605
member 16,0,0
member 17,0,0
member 18,1.439713924,10.29849429
member 19,1.105097755,1.726312762
member 2,0,0
member 20,1.882695553,0.981871774
member 3,3.750148258,40.43178799
member 4,5.615268811,0.971634852
member 5,1.094539288,54.96884813
member 6,0,0
member 7,0,0
member 8,1.846322612,13.2461512
member 9,1.882695553,11.87631606
