ccp1,0,0
member 1,0,0
member 10,36.22668699,22.34577609
member 11,0,0
member 12,0,0
member 13,4.846096603,6.697624389
member 14,7.076806038,4.809700837
member 15,7.076806038,6.915080907
member 16,0,0
member 17,0,0
member 18,4.165472443,3.492082102
member 19,19.01216916,15.24022757
member 2,0,0
member 20,4.165472443,4.71684636
member 3,5.943057009,5.439254494
member 4,4.846096603,6.697624389
member 5,6.938026467,6.915080907
member 6,0,0
member 7,0,0
member 8,3.29032573,3.577276241
member 9,6.588523033,30.47730133
