ccp1,0.649280384,5.280172225,1.513129572,1.354468007,8.138653283,10.3724788,5.719883913,9.863434793,4.560643261,1.503379794
ccp2,1.57501811,3.980472712,9.548487043,4.559479345,3.28203843,15.09760008,0.516149042,6.944484639,12.21597995,25.23163545
member 0,0,0,0,0,0,0,0,0,0,0
member 1,9.707262609,9.483205248,11.12011864,9.992080512,12.60905591,10.59074237,12.19875757,9.592567361,10.16195265,10.98028146
member 10,44.57767344,42.60879086,39.26794803,12.79600192,10.3730709,8.31346364,13.98602272,6.631827612,5.992355793,31.42784733
member 11,11.61139683,11.49727269,14.41893137,11.74777179,8.58646317,9.11065856,12.84133013,8.162480851,10.22118349,14.95557534
member 12,11.4727963,13.52800202,13.52431301,13.36378181,10.88749636,8.50222062,11.76084784,7.229285908,11.96668142,14.95557534
member 13,9.18244255,13.79594987,13.52431301,13.36378181,10.88749636,10.74338871,12.72110941,8.055518476,10.22118349,13.23015551
member 14,12.10325001,13.42217099,11.97603683,14.01711553,8.58646317,10.42698232,12.72110941,7.023927429,11.96668142,17.11425383
member 15,12.11792602,13.79594987,11.97603683,10.93906984,10.47765879,9.699192081,9.578678749,8.309180354,9.761331246,12.35966354
member 16,7.388642348,22.90932404,13.61577228,10.71060402,15.65830371,40.56134502,13.48395393,14.63255699,34.60226509,21.27183121
member 17,7.758313476,6.69443328,3.733982492,10.08169167,15.65830371,29.48443982,23.20572914,5.26571582,23.17629482,33.77500635
member 18,52.68535401,8.344896482,13.61577228,69.77229898,15.65830371,19.88670441,8.786878614,21.63772344,9.052792826,11.85455344
member 19,7.758313476,8.344896482,51.1001685,14.00873006,63.14412327,29.48443982,34.50079349,39.0198314,13.28275657,10.69900817
member 2,8.338726009,9.483205248,8.592901528,12.21920097,10.85348701,14.38015922,13.31947112,13.00001403,8.040405027,10.42680657
member 20,39.73072343,61.98629339,13.61577228,10.71060402,7.047360704,6.210972356,34.50079349,39.0198314,23.17629482,48.22858191
member 3,10.24069662,9.299020432,11.12011864,10.73077358,10.33314754,10.59074237,13.56521017,13.00001403,7.678666259,10.42680657
member 4,8.304367267,9.299020432,9.202991024,10.44097035,10.85348701,13.95664534,11.40991302,12.60315082,9.935690002,10.81020542
member 5,8.304367267,7.903116331,10.69824199,10.44097035,13.10226388,14.14878842,9.935336422,12.77049734,9.935690002,8.054095797
member 6,24.01664357,42.60879086,10.46304648,12.79600192,75.98909229,39.46528891,24.06978373,46.56027269,27.21957064,31.42784733
member 7,6.564396711,15.74765232,2.869380567,63.73214899,10.3730709,39.46528891,49.33325568,6.631827612,27.21957064,31.42784733
member 8,44.57767344,23.44988413,39.26794803,9.208925101,8.480956186,8.31346364,24.06978373,6.631827612,5.992355793,22.00926714
member 9,6.251613791,5.736202787,10.46304648,23.15336449,8.480956186,10.16063963,7.417424904,33.85300312,37.59587171,7.724944023
