ccp1,0,0,0,0,0,0,0,0,0,0.005841426
ccp2,0,0,0,0,0,0,0,0,0,0.016815526
member 0,0,0,0,0,0,0,0,0,0,0
member 1,0,0,0,0,0,0,0,0,0,0.045008837
member 10,0,0,0,0,0,0,0,0,0,0
member 11,0,0,0,0,0,0,0,0,0,0.073334713
member 12,0,0,0,0,0,0,0,0,0,0.006369408
member 13,0,0,0,0,0,0,0,0,0,0.025571107
member 14,0,0,0,0,0,0,0,0,0,0.073334713
member 15,0,0,0,0,0,0,0,0,0,0.014812295
member 16,0,0,0,0,0,0,0,0,0,0
member 17,0,0,0,0,0,0,0,0,0,0
member 18,0,0,0,0,0,0,0,0,0,0
member 19,0,0,0,0,0,0,0,0,0,0
member 2,0,0,0,0,0,0,0,0,0,0.045008837
member 20,0,0,0,0,0,0,0,0,0,0
member 3,0,0,0,0,0,0,0,0,0,0.045008837
member 4,0,0,0,0,0,0,0,0,0,0.017139397
member 5,0,0,0,0,0,0,0,0,0,0.005201892
member 6,0,0,0,0,0,0,0,0,0,0
member 7,0,0,0,0,0,0,0,0,0,0
member 8,0,0,0,0,0,0,0,0,0,0
member 9,0,0,0,0,0,0,0,0,0,0
