ccp1,0.997401797,3.828497878,5.593658145,0.951596346,9.146774048,1.414534491,0.092618455,3.124306404,0.39371681,1.675327962
ccp2,1.072168068,1.076091129,6.288528672,0.926869655,1.112877401,1.520157849,0.560337371,1.748604742,0.783188656,0.605716419
member 0,0,0,0,0,0,0,0,0,0,0
member 1,6.581688268,7.4367385,7.379616058,1.956118199,34.34138587,2.858038906,30.81382708,61.89356941,7.510510578,4.979825712
member 10,3.016290303,2.39248566,12.43680138,2.636857069,6.601161639,4.931914487,9.419660024,9.016128938,3.881054236,1.598253466
member 11,9.096669911,15.76523268,9.231156595,4.446305101,5.646231231,8.16129762,4.382307631,53.9105385,10.62619042,6.380351044
member 12,1.919863725,11.13749003,100.5489284,10.49194103,20.94796286,8.864700399,16.70638914,40.30963678,4.904330679,6.380351044
member 13,12.80003568,1.909902253,9.231156595,1.296174105,11.10176034,8.16129762,37.12836564,0.801962935,10.62619042,2.610390888
member 14,9.096669911,1.909902253,52.68492092,4.446305101,61.68241245,8.16129762,16.70638914,18.48336812,1.378315192,1.216028173
member 15,1.919863725,7.198931997,13.22636134,14.30184123,20.94796286,42.38783573,49.91567187,6.418029885,10.62619042,6.380351044
member 16,2.347181232,3.510753328,10.82263284,2.794168115,6.696292558,8.804660232,5.425492827,7.853228871,2.057401516,1.472124027
member 17,1.882260454,2.672831105,11.10057919,2.794168115,10.11787363,10.83768192,7.970962143,8.940260555,2.534311504,1.580654317
member 18,2.546623811,2.162066299,17.14868997,2.794168115,6.247138403,10.83768192,8.951941526,5.512277938,2.057401516,1.472124027
member 19,1.882260454,2.162066299,12.49747889,2.58103545,9.160437749,8.804660232,5.425492827,7.853228871,1.887701445,1.780886089
member 2,1.656724778,1.972993164,80.38131293,1.22319979,8.353354553,21.93196887,19.74272404,21.220371,3.071524711,4.979825712
member 20,1.712126357,3.206014338,17.14868997,2.58103545,9.160437749,9.531893026,6.921525908,6.867162463,2.057401516,2.047745998
member 3,6.581688268,1.972993164,59.88112176,9.901247071,8.353354553,15.10111774,30.81382708,21.220371,2.110757106,4.979825712
member 4,6.581688268,16.28601477,42.11763547,9.901247071,11.73089337,29.85050756,7.073484953,7.368406795,11.56134433,4.979825712
member 5,10.07398718,11.50540121,10.57348205,13.49665073,65.17793405,29.85050756,19.74272404,0.920716987,7.510510578,4.979825712
member 6,3.052163162,3.637781651,9.990795301,2.805582635,7.075769209,5.872208607,9.713967226,10.24797239,2.890833143,1.389970908
member 7,2.382166891,2.233487091,8.874078952,1.99705443,6.601161639,4.555635615,10.5887465,9.411032175,3.528003144,1.598253466
member 8,2.382166891,3.311920472,8.874078952,1.99705443,10.81614145,3.623275028,10.5789294,10.24797239,3.150712475,1.389970908
member 9,2.82022497,3.637781651,12.43680138,2.636857069,10.69125013,5.872208607,10.5789294,6.77885549,3.150712475,1.515040882
