ccp1,0,0,0,0,0.027125783,0.201698395,0,0.9546496,0,0
ccp2,0,0,0,0,0.250472992,0.198655382,0,0.175468417,0,0
member 0,0,0,0,0,0,0,0,0,0,0
member 1,0,0,0,0,0.669777617,0.704342601,0,0.585991605,0,0
member 10,0,0,0,0,3.033275863,0.831232599,0,0.80139022,0,0
member 11,0,0,0,0,0.523922816,0.476818987,0,0.60812679,0,0
member 12,0,0,0,0,0.523922816,0.405961046,0,0.676648225,0,0
member 13,0,0,0,0,0.561110281,0.358753389,0,0.60812679,0,0
member 14,0,0,0,0,0.583485156,0.405961046,0,0.807552324,0,0
member 15,0,0,0,0,0.561110281,0.476818987,0,0.794522156,0,0
member 16,0,0,0,0,1.27832357,3.542696543,0,0.641143034,0,0
member 17,0,0,0,0,0.554975714,1.52161633,0,5.463344615,0,0
member 18,0,0,0,0,3.188515595,0.417283806,0,2.209186001,0,0
member 19,0,0,0,0,3.188515595,3.542696543,0,0.641143034,0,0
member 2,0,0,0,0,0.483185452,0.825821293,0,0.553709302,0,0
member 20,0,0,0,0,3.188515595,2.452908824,0,0.641143034,0,0
member 3,0,0,0,0,0.789678939,0.804571852,0,0.72546411,0,0
member 4,0,0,0,0,0.669777617,0.825821293,0,0.69935731,0,0
member 5,0,0,0,0,0.712435799,0.704342601,0,0.72546411,0,0
member 6,0,0,0,0,1.799049554,0.811177298,0,1.913201576,0,0
member 7,0,0,0,0,4.487359612,0.616399029,0,0.820415741,0,0
member 8,0,0,0,0,0.753363705,5.233164286,0,0.555243362,0,0
member 9,0,0,0,0,0.531146052,2.247685665,0,6.48987985,0,0
