ccp1,0,0,10.75916206,0,0.307138177,0.532174716,0.541746073,2.10360881,8.072377103,0
ccp2,0,0,0.01651912,0,0.66296633,0.770884563,0.969879917,0.247853577,1.159994739,0
member 0,0,0,0,0,0,0,0,0,0,0
member 1,0,0,2.563801121,0,5.47862646,1.227593608,3.746718281,2.768931159,5.441878091,0
member 10,0,0,13.37193514,0,19.64832843,8.415573105,5.908921104,1.421939476,3.119145671,0
member 11,0,0,3.389144052,0,4.983948813,2.706035345,2.412859657,1.939030002,5.251422556,0
member 12,0,0,3.102587433,0,2.678774868,1.338308787,1.171649284,3.476596068,5.360240388,0
member 13,0,0,2.210864126,0,4.379843017,2.706035345,2.3032874,3.266842538,5.360240388,0
member 14,0,0,3.102587433,0,5.308029158,2.335631567,1.171649284,2.931403936,3.179208786,0
member 15,0,0,3.389144052,0,5.399398489,2.706035345,2.412859657,2.931403936,1.132500158,0
member 16,0,0,1.110514026,0,15.70769512,6.454980729,0.269406736,1.505374724,1.724264503,0
member 17,0,0,1.180115136,0,21.41491785,0.887634584,11.24681152,9.153492238,15.98629839,0
member 18,0,0,1.110514026,0,1.698091572,4.127297633,5.915294915,1.334655423,2.469388302,0
member 19,0,0,16.1820656,0,10.74834487,2.168226248,0.269406736,3.254973939,10.98399723,0
member 2,0,0,2.800595151,0,3.350806597,2.142410189,3.282635182,2.768931159,4.337367055,0
member 20,0,0,5.718633824,0,2.918406227,9.17456344,8.402645719,12.87553396,10.98399723,0
member 3,0,0,2.24146039,0,5.47862646,1.756883056,1.830514058,3.24309474,3.213014196,0
member 4,0,0,2.800595151,0,6.753960659,2.142410189,3.282635182,3.085778108,1.144542347,0
member 5,0,0,2.800595151,0,6.794409979,2.482171322,1.830514058,2.199132714,5.441878091,0
member 6,0,0,10.07835077,0,2.124096544,1.048246806,1.723978498,5.625115299,11.10079313,0
member 7,0,0,4.725552502,0,3.650554943,0.814202635,5.908921104,12.16190874,6.788238096,0
member 8,0,0,7.195350936,0,13.44481215,5.920975158,5.908921104,5.625115299,21.96884553,0
member 9,0,0,2.660576337,0,8.15739961,8.415573105,1.723978498,5.625115299,6.788238096,0
