ccp1,0.452711097,1.594571504,1.039357129,0.277286707,2.137853347,3.13384519,0.434780812,1.611405439,0.849957226,1.683163851
ccp2,0.54866169,0.937271391,2.394222183,2.497950754,1.901528798,2.852612003,0.528400344,2.315658768,2.774270318,1.788763931
member 0,0,0,0,0,0,0,0,0,0,0
member 1,6.44813507,30.80345082,47.90502566,52.95651198,22.4301417,11.49173419,8.38450769,55.97413583,35.77789296,4.765728417
member 10,9.391629882,10.6299875,5.476477677,7.724593203,5.398151205,7.735675942,4.594667473,3.904667293,4.352485483,2.804768841
member 11,11.13150393,29.90395322,5.912974656,16.9379796,39.06027376,21.51571462,53.74454697,57.42705757,7.601708433,29.97720179
member 12,39.14939254,40.66412413,13.02738484,8.94167283,4.555844412,5.399635661,20.38140099,6.074660218,15.29637721,19.61431992
member 13,51.97774309,2.512793311,5.912974656,8.94167283,4.555844412,63.44213968,40.94859743,43.41502718,50.72818482,29.97720179
member 14,18.73428849,40.66412413,35.49411556,8.94167283,52.66352314,5.399635661,6.422083055,21.04825748,7.601708433,19.61431992
member 15,18.73428849,29.90395322,35.49411556,69.16602094,39.06027376,21.51571462,12.61156403,6.074660218,50.72818482,29.97720179
member 16,7.036633603,7.147179654,8.523878,4.065970222,8.836138488,6.569617127,5.897097054,7.313741075,8.53541136,3.029131542
member 17,7.309935298,6.917176317,6.638930158,7.567309438,6.594936807,5.204244476,4.704120101,7.852824358,8.53541136,7.424148048
member 18,3.473716069,4.368972589,8.402129283,7.567309438,8.836138488,8.22766127,3.519268777,4.006020819,8.1347548,8.58146118
member 19,6.802257081,6.345255987,8.523878,6.701921738,8.836138488,8.22766127,6.534673466,7.39261966,7.255387168,8.24978913
member 2,49.53988275,3.737272991,4.183636498,16.92254832,3.729093655,11.49173419,3.468895979,5.920969497,7.393249903,52.51454651
member 20,5.963789235,7.147179654,8.523878,7.731637082,6.594936807,8.164648725,6.304537083,7.313741075,8.1347548,8.58146118
member 3,23.70648419,60.479679,35.64107294,16.92254832,43.10665428,44.67004668,70.16750851,5.920969497,24.29618354,52.51454651
member 4,35.51438045,19.4271059,4.183636498,8.933526552,43.10665428,20.38527334,38.93703721,42.31661401,24.29618354,18.16152009
member 5,14.08587372,10.16934931,16.32180711,16.92254832,43.10665428,31.42742655,3.468895979,30.49325542,49.33708663,4.765728417
member 6,7.546615675,10.6299875,6.030941985,5.477551103,2.816413134,7.795377791,8.23104267,7.205584171,7.056425664,5.786207291
member 7,6.126940241,10.6299875,4.697275421,6.695815977,2.816413134,6.224447722,7.699099369,3.904667293,5.853898143,7.638741063
member 8,9.250037206,9.437287866,4.714719367,7.724593203,6.333770934,4.930812107,7.371336464,3.904667293,7.911678758,8.023002372
member 9,8.607618058,10.28790395,5.944800507,4.062265934,6.986426519,7.795377791,8.651278074,7.668826028,4.352485483,7.945846719
