ccp1,0.986710645,1.06935528
ccp2,0.565934885,1.352196259
member 1,0,0
member 10,6.866032913,3.339014015
member 11,0,0
member 12,0,0
member 13,62.24827942,3.283457453
member 14,40.21596506,30.41637536
member 15,120.7789451,19.64883667
member 16,0,0
member 17,0,0
member 18,9.949806457,5.898982308
member 19,8.222586477,5.898982308
member 2,0,0
member 20,6.9704699,8.87706538
member 3,8.448769954,151.9624024
member 4,14.65993783,151.9624024
member 5,41.80882104,113.7615652
member 6,0,0
member 7,0,0
member 8,6.866032913,4.162900329
member 9,8.003885744,2.842627974
