ccp1,4.221807632,61.77888542
ccp2,1.648530044,43.29828952
member 1,0,0
member 10,152.9754595,25.95235809
member 11,0,0.00E+00
member 12,0,0.00E+00
member 13,13.39191949,22.25132442
member 14,43.79309969,18.99201862
member 15,33.93426826,21.44445911
member 16,6.899195532,9.963388956
member 17,6.899195532,1.928583981
member 18,114.3304674,60.78023474
member 19,46.07407089,60.78023474
member 2,0,0
member 20,114.3304674,257.0442666
member 3,36.88158799,36.33783006
member 4,13.84717804,36.33783006
member 5,36.88158799,46.131194
member 6,0,0
member 7,0,0
member 8,26.9928229,94.88684481
member 9,112.753715,65.39723983
