ccp1,3.810457296,0.031548468
ccp2,1.598483546,48.4540916
member 1,0,0
member 10,2.07968171,0.568805162
member 11,0,0
member 12,0,0
member 13,24.67477791,8.496400282
member 14,290.4597606,1.230080104
member 15,0,8.496400282
member 16,0,0
member 17,0,0
member 18,36.60602422,1.466378797
member 19,36.60602422,1.466378797
member 2,0,0
member 20,35.33635026,0.906121556
member 3,1.318004473,41.46759996
member 4,5.289829164,0
member 5,1.318004473,442.5018479
member 6,0,0
member 7,0,0
member 8,2.279164789,83.01804984
member 9,1.392779509,78.95371526
