member 1,0,0
ccp1,0.00E+00,1.122925162
ccp2,3.391631556,4.074649162
member 10,6.53845201,6.2372416
member 11,6.222093771,4.581571916
member 12,8.456143632,8.250416594
member 13,11.3452315,11.97448339
member 14,22.63554094,12.89503549
member 15,11.3452315,7.94737724
member 16,0,0
member 17,0,0
member 18,21.79149547,21.74171333
member 19,21.07345788,14.37048141
member 2,0,0
member 20,37.02218585,14.37048141
member 3,4.523449081,19.8929366
member 4,4.523449081,19.8929366
member 5,15.53381358,5.075669738
member 6,0,0
member 7,0,0
member 8,6.500804789,6.2372416
member 9,6.500804789,4.79211477
