ccp1,29.79673716,4.843176015
ccp2,28.70003491,65.55749936
member 1,0,0
member 10,61.25076096,224.1984391
member 11,0,0
member 12,0,0
member 13,322.2845875,6.496002457
member 14,90.72038514,5.384462159
member 15,90.72038514,38.4597573
member 16,0,0
member 17,14.06299191,0
member 18,17.41050588,4.653500339
member 19,89.37092715,4.653500339
member 2,0,0
member 20,60.35695772,7.705525742
member 3,0.868314801,5.102015761
member 4,56.46500474,162.9092876
member 5,300.301817,0
member 6,0,0
member 7,0,0
member 8,61.6932537,0.814939597
member 9,38.11973996,0.577735894
