ccp1,0.460173802,225.9126418
ccp2,3.870075771,0
member 1,0,0
member 10,23.68880703,27.36626335
member 11,0,0
member 12,0,0
member 13,11.228843,50.43737732
member 14,5.215956188,0.205200644
member 15,11.228843,0.205200644
member 16,0,0
member 17,0,0
member 18,0,85.90166431
member 19,41.52709749,85.90166431
member 2,0,0
member 20,19.18337854,85.90166431
member 3,5.041939185,0
member 4,1.436016633,0
member 5,6.263347871,0
member 6,0,0
member 7,0,0
member 8,4.54874341,0
member 9,14.58893801,27.36626335
