ccp1,5.031446307,1.873901206
ccp2,1.127688996,13.10874528
member 1,0,0
member 10,29.35287287,32.05671554
member 11,2.407023192,14.07488138
member 12,14.624214,1.555125536
member 13,28.5273289,178.4077911
member 14,28.5273289,178.4077911
member 15,30.68631254,60.14503561
member 16,0,0
member 17,0,0
member 18,47.69400042,11.33856196
member 19,47.69400042,1.054384736
member 2,0,0
member 20,11.60670459,12.47122725
member 3,118.4256122,105.5554349
member 4,118.4256122,19.95580527
member 5,118.4256122,19.95580527
member 6,0,0
member 7,0,0
member 8,25.3718001,3.610193622
member 9,4.851987202,4.140815035
