ccp1,0,0,0,0.00E+00,0.041050309
ccp2,0,0,0,0.388897047,0.62834337
member 0,0,0,0,0,0
member 1,0,0,0,4.581952647,0.666308461
member 10,0,0,0,15.39837882,1.605833434
member 11,0,0,0,5.863879009,0.453850428
member 12,0,0,0,4.789857306,0.453850428
member 13,0,0,0,3.13753403,1.007302237
member 14,0,0,0,3.079095267,0.449099678
member 15,0,0,0,3.13753403,0.694188131
member 16,0,0,0,16.90134525,2.312951021
member 17,0,0,0,16.90134525,1.673024694
member 18,0,0,0,17.17735727,1.372456426
member 19,0,0,0,16.09707542,2.312951021
member 2,0,0,0,3.001348774,0.511041979
member 20,0,0,0,14.5748218,2.482627935
member 3,0,0,0,3.986362112,0.666308461
member 4,0,0,0,5.609356235,0.511041979
member 5,0,0,0,4.581952647,0.511041979
member 6,0,0,0,16.16773917,1.605833434
member 7,0,0,0,16.43177084,2.558844021
member 8,0,0,0,16.43177084,2.382921756
member 9,0,0,0,15.0803155,1.605833434
