ccp1,6.689624927,0,0,0,0
ccp2,0.063597189,0,0,0,0
member 0,0,0,0,0,0
member 1,3.498699832,0,0,0,0
member 10,4.535179436,0,0,0,0
member 11,3.33718612,0,0,0,0
member 12,2.302894167,0,0,0,0
member 13,2.857072474,0,0,0,0
member 14,3.827764267,0,0,0,0
member 15,1.67495563,0,0,0,0
member 16,3.586417701,0,0,0,0
member 17,2.894018363,0,0,0,0
member 18,2.894018363,0,0,0,0
member 19,3.194663608,0,0,0,0
member 2,2.102812499,0,0,0,0
member 20,3.194663608,0,0,0,0
member 3,4.086635051,0,0,0,0
member 4,2.102812499,0,0,0,0
member 5,2.425164989,0,0,0,0
member 6,4.391837841,0,0,0,0
member 7,4.735898558,0,0,0,0
member 8,4.118803495,0,0,0,0
member 9,4.391837841,0,0,0,0
