ccp1,2.682411591,12.69678946
ccp2,1.187936279,14.27125241
member 0,0,0
member 1,9.842556565,13.87101215
member 10,28.75040727,12.63791861
member 11,12.56967059,9.633718753
member 12,17.55819063,9.587648343
member 13,17.55819063,9.587648343
member 14,12.56967059,8.994139486
member 15,17.23826015,12.32228503
member 16,10.84182392,30.64096267
member 17,11.05550582,54.77452265
member 18,39.19718457,20.50421052
member 19,14.47679225,8.452708533
member 2,12.87860689,17.742117
member 20,25.94926216,8.777308553
member 3,9.219620049,13.80467813
member 4,9.842556565,17.742117
member 5,11.77745294,13.87101215
member 6,8.109008299,44.11807904
member 7,19.0333021,12.63791861
member 8,52.02221383,12.63791861
member 9,19.0333021,12.63791861
