ccp1,0,4.751446614
ccp2,0,0.127788349
member 0,0,0
member 1,0,1.756191349
member 10,0,6.096507973
member 11,0,2.006188089
member 12,0,1.220422273
member 13,0,1.498321756
member 14,0,2.006188089
member 15,0,1.220422273
member 16,0,3.884370131
member 17,0,1.556977814
member 18,0,5.963792983
member 19,0,2.122209647
member 2,0,1.53166459
member 20,0,5.963792983
member 3,0,1.756191349
member 4,0,1.53166459
member 5,0,1.875339924
member 6,0,1.354957802
member 7,0,3.97081078
member 8,0,6.096507973
member 9,0,6.096507973
