ccp1,4.538773072,0.65155214,0.20963641,10.10129813,2.491949933
ccp2,3.045472293,2.477851344,0.00E+00,1.706407562,1.495007568
member 0,0,0,0,0,0
member 1,8.625541469,3.239789572,19.01634353,59.8817828,41.21483519
member 10,9.030979997,5.095941135,5.142365671,8.975485012,4.840256554
member 11,65.77450714,3.587163508,15.69595393,12.01328846,42.12260965
member 12,11.26580555,19.44691348,26.33802478,3.370640845,55.91810178
member 13,6.087588436,51.14337072,4.949553261,12.01328846,3.964413554
member 14,48.43909291,6.013069959,39.5395114,49.57114491,5.166612876
member 15,6.087588436,38.89679933,26.33802478,49.57114491,19.89143336
member 16,11.94737756,7.833196533,9.06929544,7.349373234,8.943153355
member 17,8.687810299,7.829407727,9.06929544,7.349373234,6.567003298
member 18,11.43544697,8.023795081,13.30715232,5.517674748,9.682019888
member 19,11.16338442,8.023795081,13.21719342,6.349694057,7.885009867
member 2,8.625541469,25.70030063,35.1702742,14.51201363,31.04676946
member 20,11.79534815,7.346838038,13.21719342,5.517674748,9.682019888
member 3,37.08686456,46.19074618,35.1702742,4.071723244,3.808088819
member 4,50.35953588,46.19074618,26.55494514,33.54103512,31.04676946
member 5,50.35953588,3.239789572,26.55494514,14.51201363,31.04676946
member 6,6.651727448,7.246786373,6.179825752,7.670409895,6.591614877
member 7,9.030979997,7.071223112,6.400012821,8.594195791,6.591614877
member 8,6.651727448,7.246786373,6.400012821,6.665333259,7.496399473
member 9,7.754816496,5.095941135,4.361835328,8.594195791,7.136201718
