ccp1,16.9325352,9.167766445,8.547687557,2.35914381,2.344979792
ccp2,4.589566524,3.769522177,4.917757951,4.278949068,3.66263772
member 0,0,0,0,0,0
member 1,24.01638062,19.6245156,11.97845356,25.50571974,14.12506285
member 10,6.688627193,8.71318471,13.06905443,7.277007135,6.96548365
member 11,30.61378598,22.38743472,59.01593442,6.892816662,35.65617771
member 12,6.6266055,22.38743472,5.497622437,15.85950263,46.9909527
member 13,6.6266055,13.82435731,44.05569935,6.892816662,10.22199315
member 14,55.87327169,6.265866768,44.05569935,52.55630629,4.24677794
member 15,5.257732363,13.82435731,7.953106804,5.445645149,3.662519562
member 16,7.694162687,5.778798571,12.39130055,10.35685117,9.023831815
member 17,9.326620648,9.373093982,12.91732994,11.59151298,8.557843573
member 18,9.326620648,10.05738,12.67085563,11.4795462,8.557843573
member 19,9.326620648,10.05738,7.817741763,10.35685117,9.023831815
member 2,13.82648779,5.492572135,68.73765944,45.80551103,29.02162452
member 20,6.823261262,8.155639645,12.39130055,11.23556982,5.86073448
member 3,7.792378556,38.24820298,11.97845356,4.588981005,20.96497868
member 4,6.182688999,19.6245156,11.97845356,10.55866707,2.981033704
member 5,65.70267148,5.492572135,51.31301721,17.40511743,38.24733532
member 6,9.047743726,8.816160186,15.0452083,6.89520636,6.524315318
member 7,10.84490631,8.216324529,14.43252582,7.717198279,7.344765353
member 8,6.688627193,5.065614891,9.105562357,7.277007135,6.96548365
member 9,9.047743726,8.216324529,14.75813215,7.717198279,7.344765353
