ccp1,0,0,0.121693558,0,0
ccp2,0,0,9.325713236,0,0
member 0,0,0,0,0,0
member 1,0,0,17.49747269,0,0
member 10,0,0,3.252895162,0,0
member 11,0,0,5.526151893,0,0
member 12,0,0,12.00602553,0,0
member 13,0,0,16.09462679,0,0
member 14,0,0,8.449215788,0,0
member 15,0,0,8.449215788,0,0
member 16,0,0,2.661463674,0,0
member 17,0,0,2.248562834,0,0
member 18,0,0,2.248562834,0,0
member 19,0,0,3.234245949,0,0
member 2,0,0,3.372030319,0,0
member 20,0,0,3.234245949,0,0
member 3,0,0,1.127487934,0,0
member 4,0,0,13.05249923,0,0
member 5,0,0,3.372030319,0,0
member 6,0,0,3.656589143,0,0
member 7,0,0,3.516150507,0,0
member 8,0,0,2.444552911,0,0
member 9,0,0,3.656589143,0,0
