ccp1,0.335275982,0.234398321,1.65899006,4.939779032,0.662601684
ccp2,1.392862798,1.45197084,0.403579898,5.473657302,1.532085886
member 0,0,0,0,0,0
member 1,5.825031706,4.916434892,7.805053045,8.379201121,8.06831273
member 10,9.922797538,10.03675781,9.739079023,5.30386374,9.194092008
member 11,3.525263945,4.755443304,3.567727983,3.485271451,9.704302226
member 12,3.41820236,6.153456494,8.691769975,7.443374597,4.698616426
member 13,8.372626355,3.901249911,8.691769975,5.070158955,9.704302226
member 14,8.372626355,7.364803188,6.207468357,6.256572893,4.698616426
member 15,4.868066263,8.559296907,4.268386701,3.485271451,4.698616426
member 16,7.862587226,11.56919354,8.877535517,7.947147447,13.0273439
member 17,9.151939955,8.579703705,8.547226912,10.59111349,8.249644234
member 18,10.28563431,11.16547151,10.65973624,9.377836537,11.31365969
member 19,10.28563431,10.97170776,8.547226912,5.514981328,9.529769013
member 2,3.836828367,6.361776658,6.650332793,6.017066629,4.533112153
member 20,10.29245781,11.56919354,8.877535517,10.47594012,9.529769013
member 3,6.907531048,7.614132488,3.832934456,4.876069499,8.06831273
member 4,3.29762161,4.966840669,7.805053045,3.807019268,6.72801631
member 5,8.07727299,8.849064802,3.30646269,3.807019268,5.123246171
member 6,9.922797538,8.870162454,10.40824968,7.946235552,9.194092008
member 7,8.829095469,8.870162454,9.739079023,9.395818569,9.194092008
member 8,8.829095469,11.34314582,10.4949057,10.18567779,11.8892716
member 9,9.929380336,11.54346929,8.410644798,9.395818569,12.29260765
