ccp1,1.459060106,1.143115135
ccp2,1.025530298,0.910570329
member 0,0,0
member 1,3.828018565,0.602754263
member 10,13.12081466,6.572240595
member 11,2.157219864,2.145909276
member 12,2.536583653,1.752962935
member 13,1.529765388,3.105181201
member 14,2.351958099,1.917516756
member 15,2.400059439,2.140037772
member 16,9.024101257,1.640258189
member 17,1.855812402,7.394104929
member 18,2.26511562,1.640258189
member 19,12.5928556,7.394104929
member 2,2.450564614,2.40604108
member 20,1.452646812,4.788319807
member 3,2.500682615,0.602754263
member 4,2.500682615,2.937323255
member 5,3.828018565,2.945382226
member 6,1.933617866,0.602754263
member 7,3.461849498,0.602754263
member 8,1.513549444,2.591243414
member 9,3.461849498,14.28795117
