ccp1,0,0.064840532
ccp2,0,0.44466803
member 0,0,0
member 1,0,0.901164958
member 10,0,0.445222486
member 11,0,0.894573623
member 12,0,0.803004717
member 13,0,0.894573623
member 14,0,0.803004717
member 15,0,0.62751843
member 16,0,0.593381544
member 17,0,3.023313404
member 18,0,0.429613681
member 19,0,1.639272613
member 2,0,0.901164958
member 20,0,1.639272613
member 3,0,0.901164958
member 4,0,0.901164958
member 5,0,0.757920484
member 6,0,1.839659226
member 7,0,3.392886791
member 8,0,0.482130163
member 9,0,0.445222486
