ccp1,2.05987271,0
ccp2,4.252081138,0
member 0,0,0
member 1,2.15552928,0
member 10,3.3132765,0
member 11,3.103410022,0
member 12,9.338433571,0
member 13,3.103410022,0
member 14,14.93882648,0
member 15,3.103410022,0
member 16,6.106611771,0
member 17,5.451058223,0
member 18,3.833890772,0
member 19,3.833890772,0
member 2,14.92703247,0
member 20,6.421789269,0
member 3,1.593541066,0
member 4,19.21952247,0
member 5,4.795105152,0
member 6,3.3132765,0
member 7,2.799013043,0
member 8,2.127212977,0
member 9,2.799013043,0
