ccp1,0.106105922,1.670812627,0.555457344,0.304926858,0.945868078
ccp2,0.735720174,3.18275571,0.839366348,0.228428859,2.150261297
member 0,0,0,0,0,0
member 1,0.730096872,1.726916,0.977268028,1.372434175,1.418860501
member 10,6.015111618,1.332864262,4.312183096,5.432269623,4.145262359
member 11,1.527958327,1.286189251,0.845325133,1.483077053,1.026219813
member 12,0.962499319,1.200056494,1.067362354,1.684430871,0.942780822
member 13,1.688724629,1.051985328,0.772864097,1.684430871,0.942780822
member 14,1.353926906,0.942553586,1.130342917,1.684430871,1.327902553
member 15,1.121162957,0.942553586,0.772864097,1.855875871,1.327902553
member 16,4.007652206,6.564195589,2.348028139,6.667192364,4.039543142
member 17,1.05854086,1.035957076,0.611552632,1.175466477,0.745164045
member 18,7.929825558,1.874357102,2.348028139,4.574142606,4.039543142
member 19,2.479716319,1.035957076,3.574475811,4.574142606,2.684408597
member 2,1.23558265,1.726916,0.730848323,1.372434175,1.3626552
member 20,1.05854086,6.564195589,2.348028139,1.145138569,4.039543142
member 3,0.730096872,2.181329713,1.002211395,1.208375878,1.440997937
member 4,1.280969809,1.969986374,0.922816507,1.467676789,1.248603818
member 5,1.23558265,1.726916,0.922816507,1.054914136,1.053077096
member 6,4.448593747,1.700604375,0.681985265,0.933031646,1.577347868
member 7,3.039975491,5.219316116,4.312183096,5.432269623,0.764665795
member 8,3.039975491,1.700604375,0.52873409,0.957742103,4.145262359
member 9,0.802948486,1.700604375,1.143916148,7.373678009,2.754662476
