ccp1,0.063006328,0,19.74052166,0,0
ccp2,2.036164821,0,0.220432941,0,0
member 0,0,0,0,0,0
member 1,3.122258472,0,3.044792228,0,0
member 10,2.848800863,0,8.55897865,0,0
member 11,2.869053866,0,3.758610763,0,0
member 12,2.869053866,0,2.494728637,0,0
member 13,2.034431811,0,2.494728637,0,0
member 14,3.026024626,0,2.596065782,0,0
member 15,2.034431811,0,3.454050669,0,0
member 16,2.873307418,0,2.677433764,0,0
member 17,10.83449187,0,6.000800393,0,0
member 18,2.873307418,0,2.617459823,0,0
member 19,1.930561481,0,2.617459823,0,0
member 2,2.952796395,0,3.054839884,0,0
member 20,15.92480972,0,10.56553842,0,0
member 3,2.968920219,0,2.020940939,0,0
member 4,2.263031551,0,2.720341766,0,0
member 5,2.968920219,0,3.054839884,0,0
member 6,2.848800863,0,12.80715295,0,0
member 7,2.96468454,0,12.80715295,0,0
member 8,11.17905114,0,2.168947526,0,0
member 9,11.17905114,0,8.55897865,0,0
