ccp1,0,0,0.071618132,0,0
ccp2,0,0,0.2007137,0,0
member 0,0,0,0,0,0
member 1,0,0,1.100191826,0,0
member 10,0,0,2.225546951,0,0
member 11,0,0,0.939241793,0,0
member 12,0,0,1.020152653,0,0
member 13,0,0,1.020152653,0,0
member 14,0,0,1.037274919,0,0
member 15,0,0,0.985476557,0,0
member 16,0,0,1.210050754,0,0
member 17,0,0,2.745461786,0,0
member 18,0,0,1.899965677,0,0
member 19,0,0,1.210050754,0,0
member 2,0,0,1.214361066,0,0
member 20,0,0,3.727683774,0,0
member 3,0,0,1.215024072,0,0
member 4,0,0,1.035725367,0,0
member 5,0,0,1.195196252,0,0
member 6,0,0,0.314773067,0,0
member 7,0,0,4.366465856,0,0
member 8,0,0,2.225546951,0,0
member 9,0,0,0.773584341,0,0
