ccp1,2.196810097,6.004243671,0.430108953,0.390269448,1.63325231
ccp2,1.023599437,2.163952213,1.663687898,2.362300493,0.345923862
member 0,0,0,0,0,0
member 1,7.628158723,31.87955326,45.64707279,10.08214332,51.69752777
member 10,8.362087563,9.268116677,6.82868912,7.988553089,8.357756177
member 11,3.262469621,19.3187432,7.165681411,19.02949052,36.90511112
member 12,48.35997477,30.46576112,67.09240367,28.36677532,26.46361566
member 13,37.07559821,30.46576112,7.165681411,39.42968673,36.90511112
member 14,6.371270264,19.3187432,24.98050266,19.02949052,36.90511112
member 15,27.2723859,43.80135262,15.11089865,19.02949052,17.52242284
member 16,5.349834674,9.032190254,10.03685755,8.223629934,8.637955717
member 17,6.665402272,13.1291686,7.567588896,8.811123608,9.085212421
member 18,6.619807273,7.208418586,7.567588896,7.360280723,5.966318579
member 19,5.349834674,13.22169478,10.87862341,8.811123608,5.966318579
member 2,7.628158723,43.24569526,34.71748683,24.90537666,24.5458126
member 20,6.984269962,13.22169478,10.87862341,8.930583677,8.687862193
member 3,7.628158723,31.87955326,4.875252086,45.7006639,14.44148645
member 4,32.65252922,22.17362698,25.11917696,45.7006639,14.44148645
member 5,57.90015933,31.87955326,25.11917696,3.128441715,37.07084097
member 6,8.362087563,5.246439905,5.148694372,6.462157282,12.72677434
member 7,8.362087563,8.627477102,5.148694372,7.840847179,8.357756177
member 8,7.980315444,9.555687317,7.303313763,7.735963984,12.72677434
member 9,7.980315444,9.268116677,7.303313763,5.504833067,9.966152521
