ccp1,0,2.649104166,0,0.02366778,7.507410716
ccp2,0,0.583512804,0,0.817940375,0.66332214
member 0,0,0,0,0,0
member 1,0,3.149422692,0,2.633558435,2.698723587
member 10,0,2.713784392,0,5.413601805,14.22763035
member 11,0,3.046554112,0,2.810913014,1.930715517
member 12,0,3.832116044,0,2.16023315,1.782702369
member 13,0,3.733849291,0,2.16023315,1.782702369
member 14,0,0.850682046,0,3.084574049,1.782702369
member 15,0,3.733849291,0,2.810913014,2.596714001
member 16,0,7.063520409,0,17.35225207,13.68983734
member 17,0,2.481773349,0,4.25797853,5.967770043
member 18,0,12.19648264,0,7.95156545,2.290176583
member 19,0,2.847796165,0,7.95156545,9.520529423
member 2,0,3.412978459,0,3.573800023,2.39394747
member 20,0,12.19648264,0,2.003466958,2.25413456
member 3,0,2.903189175,0,3.921733171,2.698723587
member 4,0,3.558141574,0,4.095637239,2.647046386
member 5,0,2.903189175,0,3.536994689,1.852734236
member 6,0,6.731124819,0,10.10963507,1.746714317
member 7,0,2.364985902,0,2.941224933,1.746714317
member 8,0,23.94689526,0,10.10963507,14.22763035
member 9,0,2.364985902,0,5.413601805,6.202208549
