ccp1,0.124093119,0,0,0,0
ccp2,0.003137563,0,0,0,0
member 0,0,0,0,0,0
member 1,0.381391764,0,0,0,0
member 10,0.365649009,0,0,0,0
member 11,0.218756803,0,0,0,0
member 12,0.216259051,0,0,0,0
member 13,0.224284633,0,0,0,0
member 14,0.229326187,0,0,0,0
member 15,0.224284633,0,0,0,0
member 16,0.602836745,0,0,0,0
member 17,0.274623939,0,0,0,0
member 18,0.275128315,0,0,0,0
member 19,0.275128315,0,0,0,0
member 2,0.219235112,0,0,0,0
member 20,1.932314742,0,0,0,0
member 3,0.304777402,0,0,0,0
member 4,0.298077112,0,0,0,0
member 5,0.304777402,0,0,0,0
member 6,0.801177654,0,0,0,0
member 7,1.308956653,0,0,0,0
member 8,0.364978687,0,0,0,0
member 9,0.244878124,0,0,0,0
