ccp1,0,4.887430166
ccp2,0,1.058185518
member 0,0,0
member 1,0,3.910273811
member 10,0,10.99988139
member 11,0,3.555074232
member 12,0,3.498124954
member 13,0,3.555074232
member 14,0,2.802892876
member 15,0,1.508837402
member 16,0,1.273582518
member 17,0,2.842368482
member 18,0,10.00067943
member 19,0,7.251322197
member 2,0,1.659590487
member 20,0,4.875344434
member 3,0,2.492081784
member 4,0,3.847634536
member 5,0,2.492081784
member 6,0,7.975826504
member 7,0,5.362456707
member 8,0,3.126359202
member 9,0,3.126359202
