ccp1,0,0,0,0,1.136607301
ccp2,0,0,0,0,0.783120017
member 0,0,0,0,0,0
member 1,0,0,0,0,0.419865943
member 10,0,0,0,0,0.989289716
member 11,0,0,0,0,0.639450647
member 12,0,0,0,0,0.546895988
member 13,0,0,0,0,0.73773571
member 14,0,0,0,0,0.639450647
member 15,0,0,0,0,0.546895988
member 16,0,0,0,0,0.725254063
member 17,0,0,0,0,0.737042493
member 18,0,0,0,0,0.577795793
member 19,0,0,0,0,0.648108542
member 2,0,0,0,0,0.479089418
member 20,0,0,0,0,0.737042493
member 3,0,0,0,0,0.479089418
member 4,0,0,0,0,0.430648353
member 5,0,0,0,0,0.858297799
member 6,0,0,0,0,0.869918793
member 7,0,0,0,0,0.902605685
member 8,0,0,0,0,0.989289716
member 9,0,0,0,0,0.47106481
