ccp1,0,6.475061995
ccp2,0,1.417997069
member 0,0,0
member 1,0,3.181313686
member 10,0,7.004293753
member 11,0,7.482697394
member 12,0,11.16141062
member 13,0,15.29157983
member 14,0,7.482697394
member 15,0,4.00559099
member 16,0,3.006062092
member 17,0,4.731173923
member 18,0,3.895820651
member 19,0,5.67824461
member 2,0,3.181313686
member 20,0,5.874065306
member 3,0,5.831673595
member 4,0,9.230143154
member 5,0,18.86264584
member 6,0,5.8360522
member 7,0,5.8360522
member 8,0,8.866867422
member 9,0,5.8360522
