ccp1,5.377475789,13.5487601
ccp2,1.005611632,20.58977717
member 1,0,0
member 10,11.94742027,10.77188056
member 11,0,0
member 12,0,0
member 13,7.62739476,7.225098927
member 14,11.33496781,23.79038057
member 15,35.33920882,33.7915786
member 16,0,0
member 17,0,0
member 18,15.52510321,13.45644816
member 19,8.135840789,13.45644816
member 2,0,0
member 20,15.16037782,13.45644816
member 3,5.668692102,8.180523358
member 4,19.48606588,4.76943132
member 5,5.668692102,4.76943132
member 6,0,0
member 7,0,0
member 8,10.15020624,10.16464727
member 9,11.66674404,9.908336791
