ccp1,13.91698354,9.62938792
ccp2,0.00E+00,14.30159592
member 1,0,0
member 10,3.011050527,82.06685057
member 11,0,0
member 12,0,0
member 13,0,0
member 14,0,230.74654
member 15,194.6970711,0
member 16,0.632586564,0
member 17,0,0
member 18,9.053639195,48.17202093
member 19,49.36656274,61.07212186
member 2,0,0
member 20,51.43006078,34.30216685
member 3,9.562786013,0
member 4,60.96857543,226.4931971
member 5,9.562786013,0
member 6,0,0
member 7,0,0
member 8,101.6577747,0
member 9,2.330255593,64.73208926
