ccp1,2.504958414,9.117648605
ccp2,3.006185669,10.49057092
member 1,0,0
member 10,26.97685638,18.15714201
member 11,0,0
member 12,0,0
member 13,9.341696551,18.93253035
member 14,11.45048384,18.93253035
member 15,20.62590413,11.05326844
member 16,6.636844732,3.487597253
member 17,5.34895424,2.607543139
member 18,25.556126,22.28960768
member 19,25.89074805,20.02535503
member 2,0,0
member 20,26.92275237,22.40396268
member 3,9.636395602,12.06090011
member 4,18.77523517,9.775531876
member 5,18.77523517,15.00518126
member 6,6.555220913,5.529974349
member 7,6.123858125,5.501748083
member 8,23.49796861,18.15714201
member 9,22.90461525,24.32156001
