ccp1,3.077580755,20.59658363
ccp2,60.31972872,16.48792948
member 1,0,0
member 10,48.29393565,50.7762999
member 11,0,0
member 12,0,0
member 13,47.72904721,10.04568525
member 14,57.92022969,14.6405977
member 15,57.92022969,64.06363451
member 16,0,0.00691767
member 17,0,0.01175523
member 18,22.31122168,200.8373509
member 19,151.386073,58.13177893
member 2,0,0
member 20,27.26103287,23.79970514
member 3,8.907540289,55.95759116
member 4,6.356784914,7.933959712
member 5,109.7154304,7.933959712
member 6,0,0
member 7,0,0
member 8,48.29393565,175.4251761
member 9,20.89903438,31.70402109
