ccp1,2.396498289,1.328842406
ccp2,1.249652818,3.670848303
member 1,0,0
member 10,26.16158597,18.47040976
member 11,0,0
member 12,0,0
member 13,13.57651841,17.18984397
member 14,16.44992843,8.677657511
member 15,13.57651841,8.677657511
member 16,5.078393856,5.875593537
member 17,5.750892378,6.748821377
member 18,23.48766992,23.284438
member 19,19.55234459,24.11657489
member 2,0,0
member 20,22.14153385,23.28672376
member 3,19.29132956,14.43693718
member 4,9.957427471,8.801384999
member 5,9.957427471,11.10975259
member 6,7.899290209,7.3331821
member 7,7.899290209,6.542534217
member 8,22.24850163,20.56272727
member 9,22.24850163,20.56272727
