ccp1,4.064735224,0.782205651
ccp2,0.268114702,4.006893488
member 1,0,0
member 10,0.311020214,0.9482299
member 11,0,0
member 12,0,0
member 13,4.594532771,5.745900509
member 14,1.286917615,19.85175601
member 15,0.9908633,0
member 16,0,0
member 17,0,0
member 18,2.776019195,7.228665435
member 19,2.947442033,2.122407668
member 2,0,0
member 20,2.947442033,1.590974632
member 3,0.826090379,0.554612085
member 4,0,1.264548189
member 5,0.163201131,0
member 6,0,0
member 7,0,0
member 8,0.387658166,0.846566656
member 9,0,0.727989473
