ccp1,72.92289065,6.61E-33
ccp2,38.9382556,13.80041962
member 1,0,0
member 10,49.65702574,152.0870098
member 11,0,0
member 12,0,0
member 13,7.076123485,50.98132782
member 14,93.48036291,50.98132782
member 15,92.68968015,58.58105426
member 16,0,0
member 17,0,0
member 18,16.73063287,51.60879299
member 19,16.73063287,51.60879299
member 2,0,0
member 20,16.73063287,51.60879299
member 3,100.2115718,13.88682
member 4,18.85346256,13.88682
member 5,14.36459405,13.88682
member 6,1.570041352,0
member 7,1.570041352,0
member 8,47.79608077,23.57059332
member 9,121.6484133,152.0870098
